track_name,artist_name,year,popularity,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,language
"Leo Das Entry (From ""Leo"")",Anirudh Ravichander,2024,59,"Leo Das Entry (From ""Leo"")",0.0241,0.753,97297.0,0.97,0.0553,8.0,0.1,-5.994,0.0,0.103,110.997,4.0,0.459,Tamil
AAO KILLELLE,"Anirudh Ravichander, Pravin Mani, Vaishali Sriprathap",2024,47,AAO KILLELLE,0.0851,0.78,207369.0,0.793,0.0,10.0,0.0951,-5.674,0.0,0.0952,164.995,3.0,0.821,Tamil
Mayakiriye Sirikiriye - Orchestral EDM,"Anirudh Ravichander, Anivee, Alvin Bruno",2024,35,Mayakiriye Sirikiriye (Orchestral EDM),0.0311,0.457,82551.0,0.491,0.0,2.0,0.0831,-8.937,0.0,0.153,169.996,4.0,0.598,Tamil
Scene Ah Scene Ah - Experimental EDM Mix,"Anirudh Ravichander, Bharath Sankar, Kabilan, CM Lokesh, Stan & Sam",2024,24,Scene Ah Scene Ah (Experimental EDM Mix),0.227,0.718,115831.0,0.63,0.000727,7.0,0.124,-11.104,1.0,0.445,169.996,4.0,0.362,Tamil
Gundellonaa X I Am A Disco Dancer - Mashup,"Anirudh Ravichander, Benny Dayal, Leon James, Bappi Lahiri, Yashraj Kapil, Kasarla Shyam, Anjaan, Harish Hwarkling",2024,22,Gundellonaa X I Am a Disco Dancer (Mashup),0.0153,0.689,129621.0,0.748,1.35e-06,7.0,0.345,-9.637,1.0,0.158,128.961,4.0,0.593,Tamil
"Villain Yevadu Ra (From ""Leo (Telugu)"")","Anirudh Ravichander, Manisha Eerabathini, Sampath GK",2024,26,"Villain Yevadu Ra [From ""Leo (Telugu)""]",0.199,0.699,185802.0,0.789,0.0353,7.0,0.215,-8.139,0.0,0.0395,106.048,4.0,0.411,Telugu
Gundellonaa - Pop Kuthu,"Anirudh Ravichander, Leon James, Kasarla Shyam, Stan & Sam",2024,18,Gundellonaa (Pop Kuthu),0.085,0.559,74579.0,0.467,1.35e-05,9.0,0.178,-9.585,0.0,0.0802,132.038,4.0,0.518,Tamil
Knockout Song - Funk Mix,"Anirudh Ravichander, Madley Blues, Vignesh Shivan, Stan & Sam",2024,18,Knockout Song (Funk Mix),0.119,0.801,87089.0,0.504,0.0,4.0,0.132,-5.771,0.0,0.259,119.971,4.0,0.821,English
Rathamaarey (LoFi Version),"Anirudh Ravichander, Vishal Mishra, Vignesh Shivan, KS Abhishek",2024,34,Rathamaarey (LoFi Version),0.362,0.5,262785.0,0.486,0.37,4.0,0.299,-9.402,1.0,0.0444,158.191,4.0,0.119,Tamil
Theeraamal - Ambient Mix,"Anirudh Ravichander, Ramjeevan, Karthik Netha, Stan & Sam",2024,17,Theeraamal (Ambient Mix),0.646,0.619,91746.0,0.518,0.0196,1.0,0.114,-9.901,1.0,0.0428,126.101,4.0,0.136,Tamil
Nagarathey - Dance Mix,"Anirudh Ravichander, Thaman S, Vignesh Shivan, The Independeners",2024,15,Nagarathey (Dance Mix),0.714,0.647,120029.0,0.941,0.0101,4.0,0.319,-5.19,0.0,0.043,114.95,4.0,0.456,Tamil
"Villain Kaun Hai (From ""Leo (Hindi)"")","Anirudh Ravichander, Manisha Eerabathini, Sampath GK",2024,34,"Villain Kaun Hai [From ""Leo (Hindi)""]",0.28,0.684,185802.0,0.772,0.0052,7.0,0.0818,-8.282,0.0,0.0419,106.031,4.0,0.451,Hindi
"Villain Yaarava (From ""Leo (Kannada)"")","Anirudh Ravichander, Manisha Eerabathini, Sampath GK",2024,16,"Villain Yaarava [From ""Leo (Kannada)""]",0.228,0.684,185802.0,0.765,0.0756,7.0,0.3,-8.286,0.0,0.0395,106.004,4.0,0.499,Malayalam
"Villain Aarada (From ""Leo (Malayalam)"")","Anirudh Ravichander, Manisha Eerabathini, Sampath GK",2024,17,"Villain Aarada [From ""Leo (Malayalam)""]",0.34,0.684,185802.0,0.779,0.0608,7.0,0.113,-8.372,0.0,0.0395,106.012,4.0,0.467,Malayalam
Nagarathey - Synthwave Mix,"Anirudh Ravichander, Thaman S, Vignesh Shivan, Stan & Sam",2024,11,Nagarathey (Synthwave Mix),0.71,0.677,78558.0,0.835,0.00123,11.0,0.289,-6.054,0.0,0.0497,101.037,4.0,0.493,Tamil
Knockout Song - Ambient Lofi,"Anirudh Ravichander, Madley Blues, Vignesh Shivan, Jeruson",2024,12,Knockout Song (Ambient Lofi),0.451,0.609,98400.0,0.491,0.0,4.0,0.111,-9.933,0.0,0.0945,99.186,4.0,0.718,English
Theeraamal - Ambient Lofi,"Anirudh Ravichander, Ramjeevan, Karthik Netha, Jeruson",2024,9,Theeraamal (Ambient Lofi),0.31,0.592,101455.0,0.475,4.42e-05,3.0,0.0668,-10.5,0.0,0.0704,110.063,3.0,0.134,Tamil
"Ezhundhu Vaa (From ""Singappenney"")","Anirudh Ravichander, Kumaran Sivamani, Vivek, Arivu",2024,22,Singappenney (Original Motion Picture Soundtrack),0.176,0.701,240252.0,0.894,0.0,7.0,0.174,-5.577,0.0,0.0588,119.956,4.0,0.504,Tamil
Mainaru Vetti Katti - House Mix,"Anirudh Ravichander, Dhee, Santhosh Narayanan, Muthamil, Stan & Sam",2024,9,Mainaru Vetti Katti (House Mix),0.163,0.899,75294.0,0.603,0.0,6.0,0.191,-6.63,0.0,0.296,102.063,4.0,0.517,Tamil
Ummunu Irukkanum,Anirudh Ravichander,2024,16,Capmaari (Original Motion Picture Soundtrack),0.255,0.812,229458.0,0.688,0.0,0.0,0.0948,-6.077,0.0,0.245,99.926,4.0,0.806,Tamil
"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,3,Tamil Melody Hits,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,Tamil
Chaleya Remix,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Hermus, Kumaar",2024,7,Chaleya Remix,0.0102,0.711,267199.0,0.7,0.266,9.0,0.0475,-6.213,0.0,0.0311,110.014,4.0,0.174,Tamil
Nagarathey - Ambient Lofi,"Anirudh Ravichander, Thaman S, Vignesh Shivan, Jeruson",2024,5,Nagarathey (Ambient Lofi),0.64,0.533,101339.0,0.497,0.0,11.0,0.102,-10.565,0.0,0.0473,84.988,4.0,0.55,Tamil
Marakkavillayae(Jersey),Anirudh Ravichander,2024,1,Tamil Romantic Hits,0.139,0.403,237067.0,0.715,0.0,2.0,0.26,-4.68,1.0,0.0456,157.767,4.0,0.3,Tamil
Adhento Gaani Vunnapaatuga(Jersey),Anirudh Ravichander,2024,0,Telugu Romantic Hits,0.123,0.468,237065.0,0.725,0.0,2.0,0.193,-5.103,1.0,0.0447,79.024,4.0,0.316,Telugu
Yelo Pullelo,Anirudh Ravichander,2024,0,Tamil Dance Hits,0.0212,0.763,205985.0,0.676,0.0,11.0,0.155,-5.352,0.0,0.0539,133.998,4.0,0.727,Tamil
"Vandha Edam (From ""Jawan"")",Anirudh Ravichander,2024,0,Vacation Vibes,0.00543,0.653,252800.0,0.898,6.86e-06,1.0,0.11,-5.07,1.0,0.167,150.034,4.0,0.299,Tamil
"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,Vacation Vibes,0.0252,0.481,202556.0,0.891,1.3e-06,10.0,0.301,-5.407,0.0,0.0986,132.898,4.0,0.278,Tamil
"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,Tollywood Relaxation Radio,0.0283,0.703,202556.0,0.907,1.07e-06,10.0,0.301,-5.157,0.0,0.0616,99.687,1.0,0.263,Tamil
"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,0,Moonlit Melodies Valentine's Day Special,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,Tamil
"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,Holi Non Stop Dhamaka Hits,0.0283,0.703,202556.0,0.907,1.07e-06,10.0,0.301,-5.157,0.0,0.0616,99.687,1.0,0.263,Tamil
"Kadhal Psycho (From ""Saaho"")","Anirudh Ravichander, Dhvani Bhanushali, Tanishk Bagchi",2024,0,Sankranti Special Evergreen Superhit Songs,0.0493,0.904,166372.0,0.749,0.000294,10.0,0.0637,-2.592,0.0,0.064,95.075,4.0,0.772,Tamil
"Dhumme Dhulipelaa (From ""Jawan"")",Anirudh Ravichander,2024,0,Holi Non Stop Dhamaka Hits,0.00705,0.641,252800.0,0.893,1.93e-05,1.0,0.111,-5.14,1.0,0.164,150.047,4.0,0.236,Tamil
"Vandha Edam (From ""Jawan"")",Anirudh Ravichander,2024,0,2023 Rewind Hits,0.00543,0.653,252800.0,0.898,6.86e-06,1.0,0.11,-5.07,1.0,0.167,150.034,4.0,0.299,Tamil
"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,0,Sankranti Special Evergreen Superhit Songs,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,Tamil
"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,1,Kollywood Heroin's Special,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,Tamil
"Sanchari (From ""Radhe Shyam"")",Anirudh Ravichander,2024,0,Lyricist Krishna Kanth Birthday Hits,0.347,0.689,268000.0,0.534,3.83e-05,11.0,0.137,-9.132,1.0,0.0387,122.014,4.0,0.278,Tamil
"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,Sankranti Pandem Kollu,0.0283,0.703,202556.0,0.907,1.07e-06,10.0,0.301,-5.157,0.0,0.0616,99.687,1.0,0.263,Tamil
Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",2023,76,Jawan,0.393,0.575,200374.0,0.845,0.0107,0.0,0.131,-5.28,1.0,0.0852,95.047,4.0,0.439,Tamil
"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",2023,77,"Chaleya (From ""Jawan"")",0.393,0.575,200374.0,0.845,0.0107,0.0,0.131,-5.28,1.0,0.0852,95.047,4.0,0.439,Tamil
"Ordinary Person (From ""Leo"")","Anirudh Ravichander, Nikhita Gandhi",2023,71,"Ordinary Person (From ""Leo"")",0.00196,0.724,139200.0,0.851,0.038,4.0,0.0513,-6.068,0.0,0.0297,99.998,4.0,0.81,Tamil
Hukum - Thalaivar Alappara,"Anirudh Ravichander, Super Subu",2023,68,Jailer (Original Motion Picture Soundtrack),0.102,0.723,207647.0,0.892,0.0,2.0,0.146,-5.758,1.0,0.164,101.996,4.0,0.533,Tamil
"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2023,70,"Hayyoda (From ""Jawan"")",0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,Tamil
"Naa Ready (From ""Leo"")","Anirudh Ravichander, Thalapathy Vijay, Asal Kolaar",2023,71,"Naa Ready (From ""Leo"")",0.081,0.726,248182.0,0.805,0.00784,1.0,0.0318,-5.576,1.0,0.153,87.956,4.0,0.572,Tamil
"Badass (From ""Leo"")",Anirudh Ravichander,2023,71,"Badass (From ""Leo"")",0.00735,0.623,229677.0,0.872,0.0,6.0,0.378,-5.192,1.0,0.0817,93.019,4.0,0.545,Tamil
Not Ramaiya Vastavaiya,"Anirudh Ravichander, Vishal Dadlani, Shilpa Rao, Kumaar",2023,62,Jawan,0.0387,0.498,202556.0,0.907,0.0,10.0,0.303,-5.165,0.0,0.0972,132.864,4.0,0.215,Tamil
Lokiverse 2.0,Anirudh Ravichander,2023,65,Leo (Original Motion Picture Soundtrack),0.00069,0.641,114194.0,0.782,0.652,1.0,0.0767,-6.228,1.0,0.0456,93.006,4.0,0.376,Tamil
"Kaavaalaa (From ""Jailer"")","Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj",2023,68,"Kaavaalaa (From ""Jailer"")",0.0386,0.844,190909.0,0.759,0.0731,11.0,0.0813,-6.829,0.0,0.0498,131.913,4.0,0.479,Tamil
"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Vishal Dadlani, Shilpa Rao, Kumaar",2023,56,"Not Ramaiya Vastavaiya (From ""Jawan"")",0.0387,0.498,202556.0,0.907,0.0,10.0,0.303,-5.165,0.0,0.0972,132.864,4.0,0.215,Tamil
Badass,Anirudh Ravichander,2023,59,Leo (Original Motion Picture Soundtrack),0.00735,0.623,229677.0,0.872,0.0,6.0,0.378,-5.192,1.0,0.0817,93.019,4.0,0.545,Tamil
Naa Ready,"Anirudh Ravichander, Thalapathy Vijay, Asal Kolaar",2023,60,Leo (Original Motion Picture Soundtrack),0.081,0.726,248182.0,0.805,0.00784,1.0,0.0318,-5.576,1.0,0.153,87.956,4.0,0.572,Tamil
Jujubee,"Anirudh Ravichander, Dhee, Ananthakrrishnan, Super Subu",2023,62,Jailer (Original Motion Picture Soundtrack),0.249,0.653,167273.0,0.831,0.187,1.0,0.0755,-4.267,1.0,0.199,198.032,4.0,0.541,Tamil
"Hukum - Thalaivar Alappara (From ""Jailer"")","Anirudh Ravichander, Super Subu",2023,68,"Hukum - Thalaivar Alappara (From ""Jailer"")",0.102,0.723,207647.0,0.892,0.0,2.0,0.146,-5.758,1.0,0.164,101.996,4.0,0.533,Tamil
Kaavaalaa,"Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj",2023,58,Jailer (Original Motion Picture Soundtrack),0.0386,0.844,190909.0,0.759,0.0731,11.0,0.0813,-6.829,0.0,0.0498,131.913,4.0,0.479,Tamil
"Anbenum (From ""Leo"")","Anirudh Ravichander, Lothika",2023,66,"Anbenum (From ""Leo"")",0.744,0.272,214330.0,0.551,0.0157,5.0,0.0919,-12.316,1.0,0.0486,167.495,4.0,0.406,Tamil
Mainaru Vetti Katti,"Anirudh Ravichander, Dhee, Muthamil",2023,51,Dasara (Original Motion Picture Soundtrack),0.444,0.872,203053.0,0.559,0.0,6.0,0.0442,-4.166,0.0,0.237,95.042,4.0,0.807,Tamil
"I'm Scared (From ""Leo"")",Anirudh Ravichander,2023,65,"I'm Scared (From ""Leo"")",0.00454,0.83,145641.0,0.658,0.18,1.0,0.0689,-8.794,1.0,0.102,116.97,4.0,0.243,Tamil
Zinda Banda,"Anirudh Ravichander, Irshad Kamil",2023,55,Jawan,0.00785,0.613,264000.0,0.881,2.91e-06,10.0,0.155,-5.974,0.0,0.249,149.978,4.0,0.235,Tamil
"Ratata (From ""Leo"")",Anirudh Ravichander,2023,61,"Ratata (From ""Leo"")",0.000203,0.489,131613.0,0.862,0.781,1.0,0.239,-7.165,1.0,0.0453,93.067,4.0,0.412,Tamil
"Yennai Maatrum Kadhale (From ""Naanum Rowdy Dhaan"")","Anirudh Ravichander, Vignesh Shivan, Sid Sriram",2023,64,Rockstar Anirudh Special,0.464,0.462,274678.0,0.757,0.0,7.0,0.127,-8.052,1.0,0.102,112.483,3.0,0.431,Tamil
Thangamey,Anirudh Ravichander,2023,61,Rockstar Anirudh Special,0.432,0.571,262540.0,0.901,0.0,2.0,0.279,-6.571,1.0,0.0758,99.929,4.0,0.615,Tamil
"Zinda Banda (From ""Jawan"")","Anirudh Ravichander, Irshad Kamil",2023,55,"Zinda Banda (From ""Jawan"")",0.00785,0.613,264000.0,0.881,2.91e-06,10.0,0.155,-5.974,0.0,0.249,149.978,4.0,0.235,Tamil
Faraatta,"Anirudh Ravichander, Arijit Singh, Jonita Gandhi, Badshah, Kumaar",2023,52,Jawan,0.192,0.705,195382.0,0.853,0.0,7.0,0.353,-5.805,1.0,0.244,92.839,3.0,0.862,Tamil
Alappara Theme - Instrumental,Anirudh Ravichander,2023,57,Jailer (Original Motion Picture Soundtrack),0.0709,0.68,77647.0,0.721,0.000231,10.0,0.21,-3.525,1.0,0.0488,102.07,4.0,0.23,Tamil
"Villain Yaaru (From ""Leo"")","Anirudh Ravichander, Shakthisree Gopalan",2023,59,"Villain Yaaru (From ""Leo"")",0.262,0.68,185802.0,0.789,0.511,7.0,0.139,-8.617,0.0,0.0384,105.993,4.0,0.463,Tamil
"Bloody Sweet (From ""Leo"")","Anirudh Ravichander, Siddharth Basrur",2023,60,"Bloody Sweet (From ""Leo"")",0.00442,0.511,168540.0,0.683,0.00516,5.0,0.089,-6.484,1.0,0.0427,123.85,4.0,0.254,Tamil
Jailer Theme - Instrumental,Anirudh Ravichander,2023,54,Jailer (Original Motion Picture Soundtrack),0.0375,0.645,62338.0,0.815,0.918,5.0,0.0667,-3.868,0.0,0.197,153.994,4.0,0.598,Tamil
Bloody Sweet,"Anirudh Ravichander, Siddharth Basrur",2023,49,Leo (Original Motion Picture Soundtrack),0.00442,0.511,168540.0,0.683,0.00516,5.0,0.089,-6.484,1.0,0.0427,123.85,4.0,0.254,Tamil
Anbenum,"Anirudh Ravichander, Lothika",2023,50,Leo (Original Motion Picture Soundtrack),0.744,0.272,214330.0,0.551,0.0157,5.0,0.0919,-12.316,1.0,0.0486,167.495,4.0,0.406,Tamil
Jawan Prevue Theme,"Anirudh Ravichander, Raja Kumari",2023,54,Jawan Prevue Theme,0.00051,0.476,127215.0,0.842,0.201,8.0,0.0781,-6.586,1.0,0.0826,112.45,3.0,0.162,Tamil
"Vandha Edam (From ""Jawan"")","Anirudh Ravichander, Vivek",2023,58,"Vandha Edam (From ""Jawan"")",0.00543,0.653,252800.0,0.898,6.86e-06,1.0,0.11,-5.07,1.0,0.167,150.034,4.0,0.299,Tamil
Aararaari Raaro,"Anirudh Ravichander, Deepthi Suresh, Irshad Kamil",2023,49,Jawan,0.0951,0.32,278155.0,0.633,1.61e-05,3.0,0.08,-6.293,1.0,0.0358,132.047,3.0,0.666,Tamil
Muthuvel Pandian Theme - Instrumental,Anirudh Ravichander,2023,52,Jailer (Original Motion Picture Soundtrack),0.48,0.665,102857.0,0.963,0.587,7.0,0.113,-3.3,1.0,0.143,167.967,4.0,0.809,Tamil
"Neeyum Naanum (From ""Naanum Rowdy Dhaan"")","Anirudh Ravichander, Thamarai, Neeti Mohan",2023,56,Rockstar Anirudh Special,0.12,0.555,301951.0,0.603,0.00406,4.0,0.107,-10.613,1.0,0.0421,157.982,4.0,0.348,Tamil
"Kannaana Kanne (From ""Naanum Rowdy Dhaan"")","Anirudh Ravichander, Vignesh Shivan, Sean Roldan",2023,59,Rockstar Anirudh Special,0.514,0.362,267341.0,0.563,0.0,2.0,0.133,-9.579,1.0,0.0428,129.996,4.0,0.476,Tamil
"Kaavaali (From ""Jailer"")","Anirudh Ravichander, Sindhuja Srinivasan, Sri Sai Kiran",2023,49,"Kaavaali (From ""Jailer"")",0.0311,0.877,190909.0,0.668,0.0799,11.0,0.106,-7.165,0.0,0.0554,131.96,4.0,0.524,Tamil
Hayyoda,"Anirudh Ravichander, Priya Mali",2023,55,Jawan (TAMIL),0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,Tamil
Glimpse of Harold Das,Anirudh Ravichander,2023,46,Leo (Original Motion Picture Soundtrack),0.00267,0.581,42783.0,0.818,0.854,11.0,0.121,-7.822,0.0,0.134,172.581,3.0,0.074,Tamil
"Glimpse of Antony Das (From ""Leo"")",Anirudh Ravichander,2023,55,"Glimpse of Antony Das (From ""Leo"")",0.18,0.497,40223.0,0.572,0.594,10.0,0.134,-10.695,0.0,0.112,179.152,3.0,0.0726,Tamil
"Glimpse of Harold Das (From ""Leo"")",Anirudh Ravichander,2023,55,"Glimpse of Harold Das (From ""Leo"")",0.00267,0.581,42783.0,0.818,0.854,11.0,0.121,-7.822,0.0,0.134,172.581,3.0,0.074,Tamil
Glimpse of Antony Das,Anirudh Ravichander,2023,45,Leo (Original Motion Picture Soundtrack),0.18,0.497,40223.0,0.572,0.594,10.0,0.134,-10.695,0.0,0.112,179.152,3.0,0.0726,Tamil
Chaleya Arabic Version,"Anirudh Ravichander, Abd El Fattah Grini, Jamila El Badaoui, Kumaar",2023,42,Jawan,0.437,0.596,200482.0,0.871,0.0102,0.0,0.165,-5.592,1.0,0.0969,94.903,4.0,0.488,Tamil
"Badass (From ""Leo (Telugu)"")","Anirudh Ravichander, Sri Krishna, Saicharan Bhaskaruni",2023,46,"Badass [From ""Leo (Telugu)""]",0.032,0.67,230542.0,0.894,1.23e-06,6.0,0.379,-2.826,1.0,0.191,92.985,4.0,0.457,Telugu
Varavaa Varavaa,"Anirudh Ravichander, Vignesh Shivan",2023,51,Rockstar Anirudh Special,0.108,0.75,202379.0,0.774,0.0,1.0,0.0411,-7.992,1.0,0.0709,129.975,4.0,0.664,Tamil
"Mathew Theme (From ""Jailer"")",Anirudh Ravichander,2023,50,"Mathew Theme (From ""Jailer"")",0.152,0.587,129375.0,0.862,0.916,6.0,0.13,-5.613,0.0,0.0321,105.994,4.0,0.496,Tamil
"Jujubee (From ""Jailer"")","Anirudh Ravichander, Dhee, Ananthakrrishnan, Super Subu",2023,53,"Jujubee (From ""Jailer"")",0.249,0.653,167273.0,0.831,0.187,1.0,0.0755,-4.267,1.0,0.199,198.032,4.0,0.541,Tamil
"Naanum Rowdy Dhaan (From ""Naanum Rowdy Dhaan"")","Anirudh Ravichander, Vignesh Shivan, Benny Dayal",2023,45,Rockstar Anirudh Special,0.151,0.62,177719.0,0.729,0.0,1.0,0.0769,-7.236,1.0,0.11,170.042,4.0,0.704,Tamil
"Chalona (From ""Jawan"")","Anirudh Ravichander, Adithya RK, Priya Mali",2023,41,"Chalona (From ""Jawan"")",0.524,0.638,200136.0,0.865,0.0588,0.0,0.0983,-5.273,1.0,0.0704,95.016,4.0,0.543,Tamil
"Narasimha Theme (From ""Jailer"")",Anirudh Ravichander,2023,45,"Narasimha Theme (From ""Jailer"")",0.275,0.694,63000.0,0.868,0.962,10.0,0.105,-2.95,0.0,0.0457,77.06,4.0,0.624,Tamil
Vandha Edam,"Anirudh Ravichander, Vivek",2023,57,Jawan (TAMIL),0.00543,0.653,252800.0,0.898,6.86e-06,1.0,0.11,-5.07,1.0,0.167,150.034,4.0,0.299,Tamil
"Scene Ah Scene Ah (From ""Maaveeran"")","Anirudh Ravichander, Bharath Sankar, Kabilan, CM Lokesh",2023,35,"Scene Ah Scene Ah (From ""Maaveeran"") - Single",0.421,0.704,304671.0,0.712,0.0539,9.0,0.0629,-7.789,1.0,0.632,127.534,3.0,0.712,Tamil
Badass,"Anirudh Ravichander, Sri Krishna, Saicharan Bhaskaruni",2023,44,Leo (Telugu) [Original Motion Picture Soundtrack],0.032,0.67,230542.0,0.894,1.23e-06,6.0,0.379,-2.826,1.0,0.191,92.985,4.0,0.457,Telugu
Why This Kolaveri Di? - Trending Version,"Anirudh Ravichander, Dhanush",2023,37,Why This Kolaveri Di? (Trending Version),0.634,0.738,91917.0,0.782,1.43e-05,5.0,0.297,-3.176,0.0,0.125,140.026,4.0,0.73,Tamil
Maasi Theme,"Anirudh Ravichander, Heisenberg",2023,43,Jawan,0.033,0.507,179241.0,0.809,0.032,7.0,0.108,-9.623,1.0,0.0649,79.046,4.0,0.197,Tamil
Not Ramaiya Vastavaiya (TAMIL),"Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2023,47,Jawan (TAMIL),0.0252,0.481,202556.0,0.891,1.3e-06,10.0,0.301,-5.407,0.0,0.0986,132.898,4.0,0.278,Tamil
"Varman Theme (From ""Jailer"")",Anirudh Ravichander,2023,45,"Varman Theme (From ""Jailer"")",0.507,0.628,82750.0,0.699,0.626,10.0,0.192,-7.834,0.0,0.0642,108.153,4.0,0.0396,Tamil
"Ney Ready (From ""Leo (Telugu)"")","Anirudh Ravichander, L. V. Revanth, Roll Rida, Ritesh G Rao",2023,43,"Ney Ready [From ""Leo (Telugu)""]",0.168,0.689,248182.0,0.834,0.000965,1.0,0.0348,-4.731,1.0,0.258,175.94,4.0,0.561,Telugu
Vikram Rathore (English),"Anirudh Ravichander, Heisenberg",2023,43,Jawan,0.00216,0.419,92308.0,0.92,0.0151,5.0,0.384,-4.764,0.0,0.0988,103.47,3.0,0.566,Tamil
Nee Paartha Vizhigal - Trending Version,"Anirudh Ravichander, Shweta Mohan, Vijay Yesudas",2023,50,Nee Paartha Vizhigal (Trending Version),0.773,0.668,87125.0,0.423,8.54e-06,9.0,0.494,-7.044,0.0,0.0299,110.139,4.0,0.658,Tamil
Hukum,"Anirudh Ravichander, Dinker kalvala, Bhaskarabhatla Ravi Kumar",2023,38,Jailer (Original Motion Picture Soundtrack),0.0774,0.716,207647.0,0.889,1.42e-05,2.0,0.16,-6.022,1.0,0.1,101.968,4.0,0.508,Tamil
"Mainaru Vetti Katti (From ""Dasara"")","Anirudh Ravichander, Dhee, Santhosh Narayanan, Muthamil",2023,32,"Mainaru Vetti Katti (From ""Dasara"") - Single",0.444,0.872,203053.0,0.559,0.0,6.0,0.0442,-4.166,0.0,0.237,95.042,4.0,0.807,Tamil
"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh Ravichander, Anthony Daasan",2023,30,Best of Anirudh Ravichander (Tamil),0.115,0.826,209032.0,0.717,0.00126,11.0,0.0539,-7.971,0.0,0.11,123.992,4.0,0.78,Tamil
"Chaleya Arabic (From ""Jawan"")","Anirudh Ravichander, Abd El Fattah Grini, Jamila El Badaoui",2023,31,"Chaleya Arabic (From ""Jawan"")",0.437,0.596,200482.0,0.871,0.0102,0.0,0.165,-5.592,1.0,0.0969,94.903,4.0,0.488,Tamil
"Vaathi Coming (From ""Master"")","Anirudh Ravichander, Gana Balachandar",2023,29,Best of Anirudh Ravichander (Tamil),0.221,0.651,228258.0,0.947,0.386,7.0,0.0532,-4.087,1.0,0.256,164.946,4.0,0.586,Tamil
"Tiger Transformation (From ""Jailer"")",Anirudh Ravichander,2023,42,"Tiger Transformation (From ""Jailer"")",0.283,0.531,265741.0,0.755,0.291,2.0,0.211,-6.622,0.0,0.0662,101.966,4.0,0.203,Tamil
"Not Ramaiya Vastavaiya [From ""Jawan""] [TELUGU]","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2023,42,"Not Ramaiya Vastavaiya (From ""Jawan"") [TELUGU]",0.0283,0.703,202556.0,0.907,1.07e-06,10.0,0.301,-5.157,0.0,0.0616,99.687,1.0,0.263,Telugu
Lokiverse 2.0,Anirudh Ravichander,2023,40,Leo (Telugu) [Original Motion Picture Soundtrack],0.00069,0.641,114194.0,0.782,0.652,1.0,0.0767,-6.228,1.0,0.0456,93.006,4.0,0.376,Telugu
"Don'u Don'u Don'u (From ""Maari"") - The Don's Romance","Anirudh Ravichander, Alisha Thomas",2023,28,Best of Anirudh Ravichander (Tamil),0.287,0.776,195710.0,0.82,0.000385,8.0,0.242,-4.405,0.0,0.0415,90.007,4.0,0.773,Tamil
"Chellamma (From ""Doctor"")","Anirudh Ravichander, Jonita Gandhi",2023,28,Best of Anirudh Ravichander (Tamil),0.256,0.498,236500.0,0.679,0.000325,4.0,0.0589,-7.252,0.0,0.214,99.702,3.0,0.743,Tamil
"Not Ramaiya Vastavaiya [From ""Jawan""] [TAMIL]","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2023,47,"Not Ramaiya Vastavaiya (From ""Jawan"") [TAMIL]",0.0252,0.481,202556.0,0.891,1.3e-06,10.0,0.301,-5.407,0.0,0.0986,132.898,4.0,0.278,Tamil
