track_name,artist_name,year,popularity,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,language
"Ethanai Ethanai (From ""Thavasi"")","Shankar Mahadevan, Sujatha",2013,0,The Voice of Sweet Angels,0.141,0.619,242991.0,0.575,4.26e-06,2.0,0.128,-10.298,1.0,0.0562,89.888,4.0,0.963,Unknown
Baharon Mein Kabhi Jab,Shankar Mahadevan,2013,0,Teri Hee Parchhayian,0.415,0.562,349598.0,0.505,0.0,11.0,0.0944,-7.393,1.0,0.0291,94.893,4.0,0.436,Unknown
"Vaada Vaada (From ""Sivakasi"")",Shankar Mahadevan,2013,0,Star Hits,0.429,0.512,323419.0,0.966,1.05e-05,7.0,0.151,-6.226,1.0,0.179,162.678,4.0,0.634,Unknown
Saang Tu Sakhaye Majala,Shankar Mahadevan,2013,0,Shravan Geet,0.368,0.694,415413.0,0.466,5.57e-05,7.0,0.0654,-10.288,1.0,0.0305,131.025,1.0,0.302,Unknown
"Chittu Parakkuthu (From ""Nilave Mugam Kaattu"")","Shankar Mahadevan, Sujatha",2013,0,Karthik and Murali Hits,0.61,0.633,303517.0,0.602,0.00203,5.0,0.0636,-9.744,0.0,0.0517,111.197,4.0,0.856,Unknown
"Sami Kutham (From ""Kollaikkaaran"")",Shankar Mahadevan,2013,0,Heart Breaking Songs,0.443,0.428,368408.0,0.486,2.24e-05,6.0,0.428,-10.032,1.0,0.0882,170.175,4.0,0.451,Unknown
"Aasai Aasai (From ""Dhol"")","Shankar Mahadevan, Sujatha",2013,0,Star Hits,0.476,0.52,320880.0,0.703,0.0,4.0,0.534,-7.323,0.0,0.0533,90.088,4.0,0.647,Unknown
Adhrijardham,"Shankar Mahadevan, Raju Upendra Kumar",2013,0,Eternal Waves,0.798,0.524,282934.0,0.514,3.73e-06,8.0,0.0561,-9.09,1.0,0.0383,134.867,3.0,0.321,Unknown
Sala Sala,"Shankar Mahadevan, Sachin Warrier",2013,0,Nalanum Nandhiniyum (Original Motion Picture Soundtrack),0.236,0.691,284373.0,0.872,5.72e-06,1.0,0.0742,-5.893,0.0,0.0663,106.02,4.0,0.521,Unknown
"Thinnadey Ennai Thinnadey (From ""Parthen Rasithen"")","Shankar Mahadevan, Anuradha Sriram",2013,0,Hits of Variety Singers,0.0612,0.475,302994.0,0.737,0.000695,11.0,0.23,-9.043,1.0,0.148,67.553,4.0,0.768,Unknown
Bhirbhirat Rimzimat Shravan,Shankar Mahadevan,2013,0,Paus - Tujya Majya Manatala,0.389,0.585,344200.0,0.83,0.0,1.0,0.0868,-9.314,1.0,0.14,169.946,4.0,0.839,Unknown
"Kokku Meena (From ""Kovil"")","Shankar Mahadevan, Srilekha Parthasarathy",2013,0,Simbu and Arya Hits,0.114,0.602,276757.0,0.662,0.0,5.0,0.0653,-8.757,0.0,0.157,118.121,3.0,0.888,Unknown
Om Namah Shivay,Shankar Mahadevan,2013,0,Naam Smaran,0.194,0.636,508560.0,0.624,0.0,0.0,0.132,-10.844,1.0,0.0314,125.929,4.0,0.387,Unknown
"Desakaatre (From ""Thennavan"")","Shankar Mahadevan, Ganga",2013,0,Surya and Vijayakanth Hits,0.08,0.717,253034.0,0.576,6.61e-06,10.0,0.165,-10.367,1.0,0.221,69.986,4.0,0.819,Unknown
"Kokku Meena (From ""Kovil"")","Shankar Mahadevan, Srilekha Parthasarathy",2013,0,Paadum Vaanambaadi,0.114,0.602,276757.0,0.662,0.0,5.0,0.0653,-8.757,0.0,0.157,118.121,3.0,0.888,Unknown
Shani Beej Mantra 11 Times,Shankar Mahadevan,2013,0,30 Essential Divine Songs,0.968,0.278,159032.0,0.0774,0.000267,7.0,0.0591,-15.73,1.0,0.0413,115.597,5.0,0.157,Unknown
"Mambazhamam Mambazham (From ""Pokkiri"")","Shankar Mahadevan, Ganga",2013,0,Mega Dance Hits,0.448,0.868,277413.0,0.93,4.26e-06,9.0,0.144,-4.775,0.0,0.286,79.489,4.0,0.775,Unknown
"Mambazhamam Mambazham (From ""Pokkiri"")","Shankar Mahadevan, Ganga",2013,0,Actor with Director Hits - Prabhu Deva,0.448,0.868,277413.0,0.93,4.26e-06,9.0,0.144,-4.775,0.0,0.286,79.489,4.0,0.775,Unknown
Shankhanaad,"Shankar Mahadevan, Sanjeev Abhyankar, Vijay Prakash",2013,0,Lakshmi Narsimha,0.989,0.231,55773.0,0.0919,0.483,1.0,0.119,-9.083,1.0,0.0382,110.312,1.0,0.0298,Unknown
Asech Hote Mhanaayche Tar,Shankar Mahadevan,2013,0,Vindanubhuti,0.972,0.72,57514.0,0.262,0.0,10.0,0.2,-13.223,1.0,0.604,128.993,3.0,0.355,Unknown
"Aasai Aasai (From ""Dhol"")","Shankar Mahadevan, Sujatha",2013,2,Top 25 Hit Songs,0.476,0.52,320880.0,0.703,0.0,4.0,0.534,-7.323,0.0,0.0533,90.088,4.0,0.647,Unknown
Ghagar Gheun,Shankar Mahadevan,2013,2,Greatest Marathi Hits 2013,0.0859,0.675,294533.0,0.696,0.0,7.0,0.13,-8.63,1.0,0.0489,130.036,4.0,0.801,Unknown
"Kattrutha Thendrale (From ""Kannan Varuvaan"")","Shankar Mahadevan, Sundar",2013,0,"Lyric Writer Hits - Palani Barathi, Vol.4",0.0678,0.825,254772.0,0.859,1.23e-05,0.0,0.322,-9.122,1.0,0.0998,167.816,4.0,0.954,Unknown
"Mambazhamam Mambazham (From ""Pokkiri"")","Shankar Mahadevan, Ganga",2013,0,Asin and Thrisha Hits,0.448,0.868,277413.0,0.93,4.26e-06,9.0,0.144,-4.775,0.0,0.286,79.489,4.0,0.775,Unknown
Shani Aarti,Shankar Mahadevan,2013,0,2014 - 30 Auspicious Aartis & Mantras for New Year,0.442,0.49,314141.0,0.556,0.0,2.0,0.0807,-9.03,1.0,0.0945,173.916,4.0,0.771,Unknown
"Kattipudi Kattipudida (From ""Kushi"")","Shankar Mahadevan, Vasundhara Das",2013,0,Director Special - S.J.Surya,0.389,0.797,340924.0,0.599,8.34e-06,2.0,0.113,-10.828,1.0,0.239,164.005,4.0,0.883,Unknown
"Yengaavathu (From ""Anbay Unvasam"")","Shankar Mahadevan, Sujatha",2013,0,"Super Singer Sujatha Special, Vol.2",0.327,0.711,292960.0,0.53,0.0,0.0,0.14,-8.346,0.0,0.0308,129.999,4.0,0.683,Unknown
"Pilaiyar Suzhi (From ""Kadhal Azhivathilai"")",Shankar Mahadevan,2013,0,Simbu Special,0.222,0.437,392021.0,0.967,0.00256,5.0,0.069,-8.155,0.0,0.0895,149.857,4.0,0.508,Unknown
"Patheyappadi Patheya… (From ""Kicha Vayasu 16"")","Shankar Mahadevan, Malathy",2013,0,Dhina Music Director Hits,0.0589,0.534,281192.0,0.701,0.000112,2.0,0.329,-9.923,1.0,0.131,159.989,4.0,0.692,Unknown
"Valentianes Day (From ""Hello"")","Shankar Mahadevan, Sabesh",2013,0,"Hits of Deva, Vol.5",0.016,0.8,343876.0,0.336,2.83e-05,2.0,0.137,-20.862,1.0,0.0768,120.929,4.0,0.68,Unknown
"Manasu Rendum (From ""Kadhal Kondaen"")",Shankar Mahadevan,2013,0,Dhanush and Ravikrishna Hits,0.237,0.694,400529.0,0.705,0.0,8.0,0.0994,-9.09,1.0,0.104,79.999,4.0,0.465,Unknown
Hi Raatr Pawasachi,Shankar Mahadevan,2013,0,Paus - Tujya Majya Manatala,0.295,0.758,310520.0,0.511,1.67e-05,5.0,0.196,-11.448,0.0,0.203,94.995,4.0,0.782,Unknown
Koneye Irada,Shankar Mahadevan,2013,2,Andar Baahar (Original Motion Picture Soundtrack),0.338,0.419,262034.0,0.671,5.61e-06,5.0,0.137,-7.328,1.0,0.0356,99.744,4.0,0.262,Unknown
"Chittu Parakkuthu (From ""Nilave Mugam Kaattu"")","Shankar Mahadevan, Sujatha",2013,0,"Star's Mix, Vol.1",0.61,0.633,303517.0,0.602,0.00203,5.0,0.0636,-9.744,0.0,0.0517,111.197,4.0,0.856,Unknown
"Thinnadey Ennai Thinnadey (From ""Parthen Rasithen"")","Shankar Mahadevan, Anuradha Sriram",2013,0,Hits of Baradwaj,0.0612,0.475,302994.0,0.737,0.000695,11.0,0.23,-9.043,1.0,0.148,67.553,4.0,0.768,Unknown
"Adhicha Sixeraruu (From ""I Love You Da"")",Shankar Mahadevan,2013,0,Hits of Baradwaj,0.0892,0.548,298919.0,0.697,0.000219,3.0,0.961,-15.983,0.0,0.244,150.025,4.0,0.517,Unknown
Pranamya Shirsa,Shankar Mahadevan,2013,0,Chants for Wisdom,0.708,0.37,371750.0,0.552,0.0,8.0,0.0459,-3.635,1.0,0.0291,100.205,4.0,0.244,Unknown
Tujhya Urchya Ghartyamadhye,Shankar Mahadevan,2013,0,Vindanubhuti,0.601,0.915,225580.0,0.418,7.15e-05,6.0,0.129,-9.674,0.0,0.0894,90.987,4.0,0.814,Unknown
"Achuvellam (From ""King"")","Shankar Mahadevan, Mahalakshmi Iyer",2013,0,Vikram and Vijay Hits,0.0485,0.777,283167.0,0.745,3.89e-06,6.0,0.219,-8.79,1.0,0.05,96.993,4.0,0.638,Unknown
"Thinnadey Ennai Thinnadey (From ""Parthen Rasithen"")","Shankar Mahadevan, Anuradha Sriram",2013,0,Actress Special - Simran,0.0612,0.475,302994.0,0.737,0.000695,11.0,0.23,-9.043,1.0,0.148,67.553,4.0,0.768,Unknown
"Kokku Meena (From ""Kovil"")","Shankar Mahadevan, Srilekha Parthasarathy",2013,2,Hits of Malathi and Srilekha Parthasarathy,0.114,0.602,276757.0,0.662,0.0,5.0,0.0653,-8.757,0.0,0.157,118.121,3.0,0.888,Unknown
Roj Kasa Paoos Gulabi,Shankar Mahadevan,2013,0,Shravan Geet,0.719,0.382,406387.0,0.277,0.000364,1.0,0.163,-11.231,1.0,0.0331,81.431,4.0,0.277,Unknown
"Pilaiyar Suzhi (From ""Kadhal Azhivathilai"")",Shankar Mahadevan,2013,0,Namba Ooru Singaari,0.222,0.437,392021.0,0.967,0.00256,5.0,0.069,-8.155,0.0,0.0895,149.857,4.0,0.508,Unknown
Lab Hai Warke Gul,Shankar Mahadevan,2013,0,Teri Hee Parchhayian,0.64,0.548,434142.0,0.392,1.15e-06,6.0,0.106,-10.485,1.0,0.033,129.919,1.0,0.39,Unknown
Om Namah Shivay,Shankar Mahadevan,2013,0,Om Namah Shivay,0.194,0.636,508560.0,0.624,0.0,0.0,0.132,-10.844,1.0,0.0314,125.928,4.0,0.388,Unknown
"Mambazhamam Mambazham (From ""Pokkiri"")","Shankar Mahadevan, Ganga",2013,0,Popular Songs,0.448,0.868,277413.0,0.93,4.26e-06,9.0,0.144,-4.775,0.0,0.286,79.489,4.0,0.775,Unknown
Zuban Khole,Shankar Mahadevan,2013,0,Teri Hee Parchhayian,0.631,0.329,519870.0,0.595,0.0,4.0,0.0932,-9.326,1.0,0.0846,89.199,4.0,0.384,Unknown
"Ethanai Ethanai (From ""Thavasi"")","Shankar Mahadevan, Sujatha",2013,0,Kanaa Kandenadi,0.141,0.619,242991.0,0.575,4.26e-06,2.0,0.128,-10.298,1.0,0.0562,89.888,4.0,0.963,Unknown
Krupa Asu de Amhavari,Shankar Mahadevan,2013,0,Shrimant Morya - Shrimant Dagdusheth Halwai Ganpati,0.192,0.584,366456.0,0.728,0.0,1.0,0.0944,-6.03,1.0,0.041,83.011,4.0,0.572,Unknown
"Chittu Parakkuthu (From ""Nilave Mugam Kaattu"")","Shankar Mahadevan, Sujatha",2013,0,Revolution of Raja,0.61,0.633,303517.0,0.602,0.00203,5.0,0.0636,-9.744,0.0,0.0517,111.197,4.0,0.856,Unknown
Koothadikuthu koothadikuthu,Shankar Mahadevan,2013,0,Azhagumagan (Original Motion Picture Soundtrack),0.427,0.822,299013.0,0.72,0.0,11.0,0.0419,-7.511,1.0,0.224,75.017,4.0,0.891,Unknown
"Pilaiyar Suzhi (From ""Kadhal Azhivathilai"")",Shankar Mahadevan,2013,0,Simbu and Arya Hits,0.222,0.437,392021.0,0.967,0.00256,5.0,0.069,-8.155,0.0,0.0895,149.857,4.0,0.508,Unknown
Maranthuvidu (Karaoke Track),Shankar Mahadevan,2013,0,Therodum Veedhiyile,0.00151,0.868,313817.0,0.464,0.716,5.0,0.167,-7.051,0.0,0.0512,120.014,4.0,0.68,Unknown
Gayatri Mantra,Shankar Mahadevan,2014,22,"Garbh Sanskar - Blessings, Sanskar, Divine Music for the New Arrival",0.534,0.689,336360.0,0.6,0.000147,5.0,0.0811,-10.864,0.0,0.0288,131.922,4.0,0.635,Unknown
Vakratunda Mahakaya,Shankar Mahadevan,2014,36,Devotional Hits - Shankar Mahadevan,0.738,0.548,326400.0,0.44,1.71e-05,6.0,0.146,-7.109,0.0,0.0261,100.095,4.0,0.197,Unknown
Gayatri Mantra,Shankar Mahadevan,2014,34,Devotional Hits - Shankar Mahadevan,0.534,0.689,336360.0,0.6,0.000147,5.0,0.0811,-10.864,0.0,0.0288,131.922,4.0,0.635,Unknown
"En Anbay (From ""Mounam Pesiyathe"")",Shankar Mahadevan,2014,37,Hits of Harris Jayaraj & Yuvan Sankar Raja Isai Mayakkam,0.35,0.656,286400.0,0.605,4.81e-06,11.0,0.126,-10.932,1.0,0.139,112.003,4.0,0.178,Unknown
India Waale,"Shankar Mahadevan, Rajiv Sundaresan, Raman, Mahadevan, Keerthi Sagathia, Neeti Mohan",2014,35,Happy New Year,0.0241,0.721,237892.0,0.769,1.25e-05,6.0,0.0678,-5.646,0.0,0.0655,128.017,4.0,0.682,Unknown
Aarti - Shendur Laal Chadhayo,Shankar Mahadevan,2014,39,Ganapati Visarjan - Uttar Puja & Aartis,0.385,0.708,136524.0,0.622,0.0,6.0,0.273,-7.019,1.0,0.0288,95.045,3.0,0.934,Unknown
"Chimbh Bhijalele - From ""Bandh Premache""","Shankar Mahadevan, Priti Kamath",2014,49,Ajay - Atul Hits,0.0594,0.391,321000.0,0.544,0.000101,2.0,0.349,-10.885,1.0,0.0427,85.296,4.0,0.595,Unknown
Hullaare,"Shankar Mahadevan, Siddharth Mahadevan, Rasika Shekar",2014,37,2 States,0.373,0.742,221056.0,0.914,0.000296,6.0,0.127,-6.071,0.0,0.317,78.014,4.0,0.67,Unknown
Krishna Mahamantra - Hare Krishna,Shankar Mahadevan,2014,34,Devotional Hits - Shankar Mahadevan,0.699,0.597,326250.0,0.536,0.0,5.0,0.112,-8.125,1.0,0.0308,95.946,4.0,0.536,Unknown
Om Jai Jagdish Hare,Shankar Mahadevan,2014,37,Devotional Hits - Shankar Mahadevan,0.583,0.505,337493.0,0.501,0.0,6.0,0.17,-9.243,1.0,0.0336,95.838,3.0,0.71,Unknown
Maha Ganapathim,Shankar Mahadevan,2014,30,This Is Carnatic Fusion,0.621,0.507,252839.0,0.549,0.000371,5.0,0.0795,-7.21,1.0,0.0322,79.98,4.0,0.224,Unknown
Gajananaa Gajananaa,Shankar Mahadevan,2014,44,Lokmanya - Ek Yugpurush (Original Motion Picture Soundtrack),0.374,0.586,338129.0,0.745,5.11e-06,9.0,0.338,-8.342,1.0,0.0476,97.007,4.0,0.464,Unknown
Aarti - Sukhakarta Dukhaharta,Shankar Mahadevan,2014,33,Ganapati Visarjan - Uttar Puja & Aartis,0.375,0.704,140236.0,0.618,0.0,6.0,0.0766,-7.426,1.0,0.0258,94.999,3.0,0.939,Unknown
Maha Ganapatim Manasa Smarami,Shankar Mahadevan,2014,30,Devotional Hits - Shankar Mahadevan,0.621,0.507,252839.0,0.549,0.000371,5.0,0.0795,-7.21,1.0,0.0322,79.98,4.0,0.224,Unknown
Mahamrityunjay Mantra,Shankar Mahadevan,2014,25,Devotional Hits - Shankar Mahadevan,0.527,0.423,447000.0,0.594,1.1e-05,8.0,0.0943,-8.41,1.0,0.0381,128.022,4.0,0.426,Unknown
Govind Bolo - Lounge Mix,"Shankar Mahadevan, Ricky Kej",2014,29,Devotional Hits - Shankar Mahadevan,0.178,0.407,741293.0,0.367,0.0,6.0,0.094,-11.89,1.0,0.0323,119.534,4.0,0.272,Unknown
Jai Ganesh Deva,Shankar Mahadevan,2014,20,Devotional Hits - Shankar Mahadevan,0.554,0.573,321332.0,0.597,0.0,4.0,0.307,-5.896,1.0,0.0406,134.834,3.0,0.552,Unknown
Unnale,"Shankar Mahadevan, Shreya Ghoshal",2014,45,Darling (Original Motion Picture Soundtrack),0.779,0.496,345513.0,0.357,0.0,4.0,0.0817,-6.062,0.0,0.0313,142.887,3.0,0.382,Unknown
Om Namah Shivay,Shankar Mahadevan,2014,19,Devotional Hits - Shankar Mahadevan,0.194,0.636,508560.0,0.624,0.0,0.0,0.132,-10.844,1.0,0.0314,125.929,4.0,0.387,Unknown
Raghupati Raghav Raja Ram,Shankar Mahadevan,2014,19,Devotional Hits - Shankar Mahadevan,0.473,0.482,550360.0,0.65,0.0,1.0,0.0794,-7.635,1.0,0.0518,109.983,4.0,0.424,Unknown
Om Namah Shivay,Shankar Mahadevan,2014,24,My Devotional Favourites - Shankar Mahadevan,0.194,0.636,508560.0,0.624,0.0,0.0,0.132,-10.844,1.0,0.0314,125.929,4.0,0.387,Unknown
Hanuman Chalisa,"Shankar Mahadevan, Pandit Jasraj",2014,28,My Devotional Favourites - Shankar Mahadevan,0.806,0.555,750693.0,0.514,0.0,1.0,0.115,-9.558,1.0,0.0423,85.975,4.0,0.62,Unknown
Om Gan Ganapataye Namah - Ganesh Beej Mantra,Shankar Mahadevan,2014,16,Ganesh Beej Mantra,0.883,0.555,422805.0,0.222,3.73e-05,3.0,0.132,-11.055,1.0,0.0277,87.864,4.0,0.146,Unknown
Om Jai Jagdish Hare,Shankar Mahadevan,2014,21,My Devotional Favourites - Shankar Mahadevan,0.583,0.505,337493.0,0.501,0.0,6.0,0.17,-9.243,1.0,0.0336,95.838,3.0,0.71,Unknown
Gayatri Mantra,Shankar Mahadevan,2014,21,My Devotional Favourites - Shankar Mahadevan,0.534,0.689,336360.0,0.6,0.000147,5.0,0.0811,-10.864,0.0,0.0288,131.922,4.0,0.635,Unknown
Konji Konji Chirichal,"Shankar Mahadevan, Rimi Tomy",2014,45,Avatharam (Original Motion Picture Soundtrack),0.615,0.399,260842.0,0.464,1.65e-06,4.0,0.272,-7.851,1.0,0.0489,95.018,4.0,0.545,Unknown
Otta Thumbi,"Shankar Mahadevan, K. S. Chithra",2014,40,Pullipulikalum Attinkuttiyum (Original Motion Picture Soundtrack),0.4,0.654,283867.0,0.457,0.00103,0.0,0.147,-9.027,1.0,0.0564,80.01,4.0,0.587,Unknown
Aarti - Jai Ganesh Deva,Shankar Mahadevan,2014,19,Ganapati Visarjan - Uttar Puja & Aartis,0.554,0.573,321332.0,0.597,0.0,4.0,0.307,-5.896,1.0,0.0406,134.834,3.0,0.552,Unknown
Mahamrityunjay Mantra,Shankar Mahadevan,2014,14,My Devotional Favourites - Shankar Mahadevan,0.527,0.423,447000.0,0.594,1.1e-05,8.0,0.0943,-8.41,1.0,0.0381,128.022,4.0,0.426,Unknown
Maha Ganapathim,Shankar Mahadevan,2014,27,Fusion Ganesha,0.621,0.507,252839.0,0.549,0.000371,5.0,0.0795,-7.21,1.0,0.0322,79.98,4.0,0.224,Unknown
"Neeya Pesiyathu (From ""Thirumalai"")",Shankar Mahadevan,2014,29,Hits of Vairamuthu,0.139,0.739,277853.0,0.522,3.3e-06,7.0,0.0987,-8.587,1.0,0.0383,120.02,1.0,0.33,Unknown
Vakratunda Mahakaya,Shankar Mahadevan,2014,27,Fusion Ganesha,0.738,0.548,326400.0,0.44,1.71e-05,6.0,0.146,-7.109,0.0,0.0261,100.095,4.0,0.197,Unknown
Jai Ganesh Deva,Shankar Mahadevan,2014,25,Fusion Ganesha,0.554,0.573,321332.0,0.597,0.0,4.0,0.307,-5.896,1.0,0.0406,134.834,3.0,0.552,Unknown
Mahamrityunjay Mantra - Om Tryambakam Yajamahe - 108 Chants,Shankar Mahadevan,2014,11,Divine Chants of India,0.857,0.38,2922120.0,0.162,0.0,0.0,0.155,-10.283,1.0,0.0359,134.82,5.0,0.322,Unknown
Jai Shiv Omkara - Shiva Aarti,Shankar Mahadevan,2014,6,My Shiva Favourites,0.536,0.538,309653.0,0.569,0.0,6.0,0.0932,-8.496,1.0,0.0327,96.135,4.0,0.725,Unknown
Shiv Mantra - Om Namah Shivay - 108 Chants,Shankar Mahadevan,2014,5,Divine Chants of India,0.861,0.435,1247652.0,0.349,0.000652,8.0,0.14,-8.746,1.0,0.0273,171.929,4.0,0.289,Unknown
Jeeva Jeeva,Shankar Mahadevan,2014,4,Maanikya (Original Motion Picture Soundtrack),0.156,0.634,295758.0,0.58,0.0,5.0,0.146,-6.717,0.0,0.0498,97.855,4.0,0.333,Unknown
Jeeva Jeeva,Shankar Mahadevan,2014,35,Maanikya,0.157,0.647,295758.0,0.581,0.0,5.0,0.146,-6.717,0.0,0.0483,97.852,4.0,0.337,Unknown
Kannada Siri,"Shankar Mahadevan, Shreya Ghoshal, K Kalyan",2014,30,Gajakesari (Original Motion Picture Soundtrack),0.72,0.695,259161.0,0.501,0.0,0.0,0.0942,-8.017,0.0,0.0334,109.968,3.0,0.372,Malayalam
Om Namah Shivay,Shankar Mahadevan,2014,15,Shiv Mahamantras,0.194,0.636,508560.0,0.624,0.0,0.0,0.132,-10.844,1.0,0.0314,125.929,4.0,0.387,Unknown
Om Namah Shivay,Shankar Mahadevan,2014,10,Essential Morning Chants,0.881,0.364,410316.0,0.307,0.0014,8.0,0.124,-9.304,1.0,0.0331,172.007,5.0,0.218,Unknown
Govind Bolo,Shankar Mahadevan,2014,5,My Devotional Favourites - Shankar Mahadevan,0.225,0.473,770000.0,0.869,1.3e-05,1.0,0.259,-6.899,1.0,0.0989,119.977,4.0,0.861,Unknown
Raghupati Raghav Raja Ram,Shankar Mahadevan,2014,7,My Devotional Favourites - Shankar Mahadevan,0.473,0.482,550360.0,0.65,0.0,1.0,0.0794,-7.635,1.0,0.0518,109.983,4.0,0.424,Unknown
Kabir Dohe - Pothi Padhi Padhi and others,Shankar Mahadevan,2014,2,My Devotional Favourites - Shankar Mahadevan,0.155,0.724,781280.0,0.823,3.82e-05,2.0,0.0862,-7.597,1.0,0.0668,126.011,4.0,0.555,Unknown
"Ippadiyea Vittu Vittu (From ""Arasaktchi"")","Shankar Mahadevan, Swarnalatha",2014,12,Hits of Shankar Mahadevan & Harish Raghavendra,0.0356,0.822,337328.0,0.745,0.0,2.0,0.0777,-8.111,1.0,0.0566,112.926,4.0,0.738,Unknown
"En Anbay (From ""Mounam Pesiyathe"")",Shankar Mahadevan,2014,3,Hits of Shankar Mahadevan & Harish Raghavendra,0.35,0.656,286400.0,0.605,4.81e-06,11.0,0.126,-10.932,1.0,0.139,112.003,4.0,0.178,Unknown
"Neeya Pesiyathu (From ""Thirumalai"")",Shankar Mahadevan,2014,17,Hits of Shankar Mahadevan & Harish Raghavendra,0.139,0.739,277853.0,0.522,3.3e-06,7.0,0.0987,-8.587,1.0,0.0383,120.02,1.0,0.33,Unknown
Dayana,Shankar Mahadevan,2014,17,Ring Master (Original Motion Picture Soundtrack),0.108,0.819,341838.0,0.819,4.91e-06,6.0,0.127,-7.988,0.0,0.152,124.983,4.0,0.818,Unknown
Maha Ganapathim,Shankar Mahadevan,2014,3,New in 2014: Carnatic Fusion,0.621,0.507,252839.0,0.549,0.000371,5.0,0.0795,-7.21,1.0,0.0322,79.98,4.0,0.224,Unknown
Mahamrityunjay Mantra,Shankar Mahadevan,2014,6,Bhakti Fusion,0.527,0.423,447000.0,0.594,1.1e-05,8.0,0.0943,-8.41,1.0,0.0381,128.022,4.0,0.426,Unknown
Kaligaalam,Shankar Mahadevan,2014,4,Nerungi Vaa Muthamidathe (Original Motion Picture Soundtrack),0.135,0.745,273368.0,0.507,0.0,9.0,0.11,-7.863,1.0,0.0561,112.895,4.0,0.634,Unknown
Om Namah Shivay,Shankar Mahadevan,2014,0,My Shiva Favourites,0.194,0.636,508560.0,0.624,0.0,0.0,0.132,-10.844,1.0,0.0314,125.929,4.0,0.387,Unknown
Raghupati Raghav Raja Ram,Shankar Mahadevan,2014,2,Gandhiji's Favourite Bhajans,0.473,0.482,550360.0,0.65,0.0,1.0,0.0794,-7.635,1.0,0.0518,109.983,4.0,0.424,Unknown
"En Anbay (From ""Mounam Pesiyathe"")",Shankar Mahadevan,2014,10,Star Hits of Vijay & Surya,0.35,0.656,286400.0,0.605,4.81e-06,11.0,0.126,-10.932,1.0,0.139,112.003,4.0,0.178,Unknown
Kanna Muchhe,"Shankar Mahadevan, Vani Harikrishna",2014,2,Ulidavaru Kandanthe (Original Motion Picture Soundtrack),0.547,0.626,319572.0,0.499,0.0,4.0,0.255,-7.3,1.0,0.0313,99.963,4.0,0.309,Unknown
Raghupati Raghav Raja Ram,Shankar Mahadevan,2014,4,Bhakti Fusion,0.473,0.482,550360.0,0.65,0.0,1.0,0.0794,-7.635,1.0,0.0518,109.983,4.0,0.424,Unknown
Khushfehmiyan Unplugged,Shankar Mahadevan,2014,2,One By Two,0.651,0.725,215380.0,0.33,0.0,4.0,0.128,-8.323,0.0,0.0433,94.058,4.0,0.474,Unknown
Hare Krishna - for Devotion & Surrender,Shankar Mahadevan,2014,1,Prayers for an Auspicious Diwali,0.699,0.597,326250.0,0.536,0.0,5.0,0.112,-8.125,1.0,0.0308,95.946,4.0,0.536,Unknown
Om Namah Shivay,Shankar Mahadevan,2014,2,Shiva - The Essential Prayers,0.194,0.636,508560.0,0.624,0.0,0.0,0.132,-10.844,1.0,0.0314,125.929,4.0,0.387,Unknown
Ganapati Aarti,Shankar Mahadevan,2014,5,Rama Madhav (Original Motion Picture Soundtrack),0.299,0.537,312607.0,0.735,0.0,11.0,0.0851,-4.29,1.0,0.033,110.062,3.0,0.335,Unknown
Ganesh Mantra - Om Gan Ganapataye Namah - 108 Chants,Shankar Mahadevan,2014,5,Divine Chants of India,0.8,0.618,1150000.0,0.321,4.1e-06,3.0,0.114,-10.445,1.0,0.0262,93.0,4.0,0.361,Unknown
Jai Shiv Omkara - Aarti,Shankar Mahadevan,2014,2,Shiva - The Essential Prayers,0.536,0.538,309653.0,0.569,0.0,6.0,0.0932,-8.496,1.0,0.0327,96.135,4.0,0.725,Unknown
Krishna Mantra - Om Namo Bhagavate Vasudevay - 108 Chants,Shankar Mahadevan,2014,1,Divine Chants of India,0.739,0.58,1047403.0,0.433,0.0,1.0,0.106,-7.578,1.0,0.0268,100.869,4.0,0.334,Unknown
Krishna Mahamantra - Hare Krishna,Shankar Mahadevan,2014,6,Krishna - The Essential Prayers,0.699,0.597,326250.0,0.536,0.0,5.0,0.112,-8.125,1.0,0.0308,95.946,4.0,0.536,Unknown
Om Namo Bhagavate Vasudevay,Shankar Mahadevan,2014,7,Essential Morning Chants,0.89,0.336,389038.0,0.317,0.0,1.0,0.0976,-8.064,1.0,0.0299,93.488,4.0,0.116,Unknown
Ram Mantra - Shri Ram Jai Ram Jai Jai Ram - 108 Chants,Shankar Mahadevan,2014,1,Divine Chants of India,0.814,0.53,1170000.0,0.334,3.16e-06,3.0,0.156,-12.23,0.0,0.0296,123.997,5.0,0.211,Unknown
Ganesh Atharvashirsha,"Shankar Mahadevan, Sanjeev Abhyankar, Vijay Prakash, Shweta Pandit, Hema Sesai, Ashit Sesai",2014,1,"Sacred Chants of India - Mantras for a Positive Life: Devotional Songs of Ganesh, Shiva, Krishna, Devi, Baba, And Hanuman",0.259,0.485,645333.0,0.617,0.0,6.0,0.0723,-8.347,1.0,0.154,95.396,4.0,0.614,Unknown
Guruvayur Pura Sri Hari Krishna,Shankar Mahadevan,2014,0,15 Essential Divine Songs,0.383,0.472,247780.0,0.696,0.0,2.0,0.349,-7.877,1.0,0.0956,120.963,4.0,0.829,Unknown
